Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
102432,Innovate Industries,Influencer,Women 35-44,45 days,Facebook,0.13,"$5,667.00",4.56,Chicago,Mandarin,751,9094,7,Fashionistas,2021-08-20
102433,Innovate Industries,Social Media,Women 35-44,15 days,Website,0.03,"$19,399.00",5.13,Houston,Mandarin,780,4205,3,Outdoor Adventurers,2021-08-21
102434,TechCorp,Email,All Ages,15 days,Facebook,0.1,"$19,935.00",7.59,Miami,French,279,5932,2,Outdoor Adventurers,2021-08-22
102435,DataTech Solutions,Influencer,Men 18-24,15 days,Email,0.09,"$8,244.00",4.27,New York,Mandarin,370,6365,6,Tech Enthusiasts,2021-08-23
102436,NexGen Systems,Social Media,All Ages,60 days,Website,0.09,"$19,924.00",6.28,New York,French,471,6186,10,Fashionistas,2021-08-24
102437,DataTech Solutions,Email,All Ages,30 days,Website,0.13,"$6,880.00",5.48,Los Angeles,German,904,5526,1,Outdoor Adventurers,2021-08-25
102438,TechCorp,Influencer,Men 18-24,45 days,Email,0.13,"$18,973.00",7.75,Chicago,English,414,1499,7,Health & Wellness,2021-08-26
102439,DataTech Solutions,Social Media,All Ages,45 days,Email,0.04,"$9,969.00",3.8,Los Angeles,Spanish,987,3879,9,Foodies,2021-08-27
102440,DataTech Solutions,Email,Men 18-24,60 days,Facebook,0.05,"$5,582.00",6.7,Miami,Spanish,894,9588,7,Health & Wellness,2021-08-28
102441,DataTech Solutions,Display,Men 25-34,45 days,Website,0.06,"$6,304.00",6.62,Los Angeles,German,654,3687,6,Outdoor Adventurers,2021-08-29
102442,DataTech Solutions,Email,Men 18-24,45 days,Website,0.13,"$13,688.00",7.83,Miami,French,727,7831,5,Health & Wellness,2021-08-30
102443,Innovate Industries,Social Media,Men 18-24,30 days,Website,0.1,"$16,120.00",6.77,Los Angeles,Mandarin,544,9168,5,Health & Wellness,2021-08-31
102444,DataTech Solutions,Email,Men 18-24,30 days,Facebook,0.1,"$18,525.00",7.5,Houston,Mandarin,173,6835,3,Health & Wellness,2021-09-01
102445,NexGen Systems,Influencer,Women 35-44,45 days,Website,0.03,"$8,301.00",7.28,Miami,English,615,2276,7,Outdoor Adventurers,2021-09-02
102446,Innovate Industries,Influencer,Women 35-44,60 days,YouTube,0.14,"$6,521.00",6.69,New York,English,117,1634,3,Outdoor Adventurers,2021-09-03
102447,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.08,"$10,024.00",2.16,Chicago,Spanish,504,1064,5,Foodies,2021-09-04
102448,Alpha Innovations,Display,All Ages,15 days,Email,0.06,"$19,215.00",7.4,Los Angeles,French,748,9663,9,Tech Enthusiasts,2021-09-05
102449,Innovate Industries,Display,Women 25-34,60 days,Website,0.05,"$6,902.00",3.24,Chicago,Mandarin,298,7872,5,Fashionistas,2021-09-06
102450,Alpha Innovations,Search,Men 25-34,15 days,Website,0.09,"$11,526.00",3.27,New York,French,322,2708,4,Outdoor Adventurers,2021-09-07
102451,Innovate Industries,Social Media,Women 35-44,30 days,Website,0.13,"$9,859.00",4.41,Chicago,Spanish,892,4938,4,Tech Enthusiasts,2021-09-08
102452,Innovate Industries,Social Media,Men 18-24,45 days,Email,0.08,"$16,851.00",5.51,Houston,Mandarin,942,2529,2,Health & Wellness,2021-09-09
102453,Innovate Industries,Influencer,Women 25-34,30 days,Facebook,0.03,"$16,311.00",5.9,Houston,French,435,2914,10,Health & Wellness,2021-09-10
102454,DataTech Solutions,Email,Men 18-24,15 days,YouTube,0.12,"$16,028.00",5.28,Miami,German,901,9499,1,Health & Wellness,2021-09-11
102455,NexGen Systems,Search,All Ages,60 days,Google Ads,0.11,"$10,036.00",3.74,New York,Spanish,994,1503,8,Outdoor Adventurers,2021-09-12
102456,NexGen Systems,Social Media,All Ages,30 days,Facebook,0.13,"$10,942.00",3.14,Houston,English,735,4509,7,Health & Wellness,2021-09-13
102457,TechCorp,Email,Men 18-24,30 days,YouTube,0.09,"$10,756.00",5.53,Houston,Mandarin,219,6161,6,Foodies,2021-09-14
102458,Alpha Innovations,Search,Women 35-44,45 days,YouTube,0.1,"$18,424.00",2.27,New York,French,136,9529,8,Foodies,2021-09-15
102459,DataTech Solutions,Search,Women 35-44,45 days,Facebook,0.13,"$18,569.00",6.58,Los Angeles,Spanish,622,1292,3,Fashionistas,2021-09-16
102460,NexGen Systems,Search,Women 25-34,45 days,Facebook,0.05,"$18,401.00",5.35,New York,English,531,8567,6,Foodies,2021-09-17
102461,TechCorp,Display,Women 35-44,45 days,Instagram,0.09,"$10,798.00",5.77,Miami,English,767,7695,1,Fashionistas,2021-09-18
102462,TechCorp,Social Media,All Ages,15 days,Facebook,0.07,"$16,554.00",4.42,Los Angeles,French,718,1699,8,Foodies,2021-09-19
102463,DataTech Solutions,Social Media,Men 18-24,15 days,Website,0.14,"$16,114.00",7.15,New York,Spanish,507,7406,9,Tech Enthusiasts,2021-09-20
102464,TechCorp,Search,Men 18-24,15 days,Email,0.01,"$6,238.00",4.23,Chicago,Spanish,867,6241,1,Fashionistas,2021-09-21
102465,Alpha Innovations,Influencer,Men 18-24,15 days,Website,0.12,"$6,923.00",5.78,Los Angeles,English,274,1424,4,Fashionistas,2021-09-22
102466,TechCorp,Social Media,Women 35-44,60 days,Instagram,0.02,"$15,249.00",5.69,Los Angeles,German,434,1340,7,Outdoor Adventurers,2021-09-23
102467,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,0.14,"$12,095.00",4.73,New York,Mandarin,528,4464,4,Foodies,2021-09-24
102468,DataTech Solutions,Display,Men 25-34,15 days,Google Ads,0.04,"$11,686.00",6.52,Chicago,German,487,4114,6,Health & Wellness,2021-09-25
102469,DataTech Solutions,Influencer,Women 25-34,30 days,Google Ads,0.06,"$19,975.00",2.37,Los Angeles,Spanish,568,4909,6,Tech Enthusiasts,2021-09-26
102470,NexGen Systems,Display,Men 25-34,45 days,Website,0.01,"$6,461.00",6.56,Los Angeles,German,783,2633,2,Foodies,2021-09-27
102471,Alpha Innovations,Social Media,Men 25-34,45 days,Facebook,0.14,"$19,143.00",5.62,Los Angeles,English,850,3719,3,Outdoor Adventurers,2021-09-28
102472,Innovate Industries,Social Media,All Ages,60 days,Website,0.13,"$18,397.00",4.26,New York,English,681,8495,4,Foodies,2021-09-29
102473,Alpha Innovations,Influencer,Men 25-34,60 days,Website,0.08,"$7,303.00",5.25,Los Angeles,French,496,2499,1,Fashionistas,2021-09-30
102474,NexGen Systems,Search,Men 25-34,60 days,YouTube,0.05,"$10,327.00",3.53,Chicago,German,666,2970,1,Fashionistas,2021-10-01
102475,DataTech Solutions,Influencer,Women 25-34,15 days,Email,0.12,"$17,760.00",4.55,Chicago,Mandarin,945,7114,3,Tech Enthusiasts,2021-10-02
102476,TechCorp,Search,Women 25-34,45 days,Website,0.09,"$5,634.00",7.74,Los Angeles,French,798,1975,1,Foodies,2021-10-03
102477,Innovate Industries,Email,Men 18-24,60 days,Google Ads,0.08,"$7,077.00",5.56,Houston,Spanish,439,2459,1,Tech Enthusiasts,2021-10-04
102478,NexGen Systems,Search,All Ages,60 days,Email,0.09,"$16,123.00",7.12,New York,Mandarin,823,8977,9,Foodies,2021-10-05
102479,Alpha Innovations,Social Media,Men 18-24,15 days,Email,0.09,"$12,516.00",4.83,Los Angeles,Spanish,133,9482,8,Tech Enthusiasts,2021-10-06
102480,Innovate Industries,Influencer,All Ages,15 days,Website,0.14,"$7,288.00",3.03,Los Angeles,German,576,9187,1,Fashionistas,2021-10-07
102481,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.1,"$16,702.00",3.93,New York,Mandarin,550,9802,2,Tech Enthusiasts,2021-10-08
102482,Innovate Industries,Display,All Ages,15 days,YouTube,0.12,"$15,264.00",7.56,Los Angeles,English,251,6879,5,Foodies,2021-10-09
102483,TechCorp,Influencer,Men 25-34,45 days,YouTube,0.09,"$13,435.00",4.75,Los Angeles,German,149,5243,2,Health & Wellness,2021-10-10
102484,DataTech Solutions,Display,Women 35-44,30 days,YouTube,0.07,"$14,470.00",4.61,Houston,English,816,2262,8,Tech Enthusiasts,2021-10-11
102485,Alpha Innovations,Search,Women 35-44,30 days,Instagram,0.11,"$11,891.00",2.93,Houston,German,361,7018,2,Health & Wellness,2021-10-12
102486,NexGen Systems,Email,Men 18-24,45 days,Website,0.07,"$11,717.00",5.64,Los Angeles,Mandarin,834,5964,6,Health & Wellness,2021-10-13
102487,NexGen Systems,Social Media,All Ages,60 days,Email,0.05,"$6,612.00",6.89,Miami,German,860,3276,3,Health & Wellness,2021-10-14
102488,NexGen Systems,Email,Men 25-34,30 days,Facebook,0.03,"$8,191.00",3.37,Los Angeles,German,271,7565,8,Outdoor Adventurers,2021-10-15
102489,DataTech Solutions,Display,Women 25-34,45 days,Email,0.01,"$6,340.00",5.9,Miami,Spanish,863,1627,7,Health & Wellness,2021-10-16
102490,Alpha Innovations,Search,Women 25-34,15 days,Instagram,0.12,"$6,409.00",6.39,Los Angeles,Mandarin,560,2787,8,Fashionistas,2021-10-17
102491,TechCorp,Social Media,Men 18-24,60 days,Website,0.07,"$10,967.00",6.73,New York,Mandarin,828,4958,2,Fashionistas,2021-10-18
102492,NexGen Systems,Display,All Ages,45 days,Facebook,0.13,"$6,332.00",2.16,Chicago,German,124,1464,6,Health & Wellness,2021-10-19
102493,Innovate Industries,Search,Women 25-34,30 days,Website,0.13,"$6,790.00",5.47,Los Angeles,Spanish,153,6104,4,Health & Wellness,2021-10-20
102494,Alpha Innovations,Display,Men 25-34,45 days,Instagram,0.04,"$13,795.00",6.77,New York,Spanish,848,4522,1,Health & Wellness,2021-10-21
102495,Alpha Innovations,Email,All Ages,45 days,Google Ads,0.13,"$18,812.00",5.28,Houston,French,484,6984,7,Tech Enthusiasts,2021-10-22
102496,DataTech Solutions,Influencer,All Ages,60 days,Website,0.14,"$14,628.00",3.5,Los Angeles,Spanish,541,7185,8,Foodies,2021-10-23
102497,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.1,"$13,402.00",3.77,Chicago,English,426,9797,10,Foodies,2021-10-24
102498,Innovate Industries,Email,Women 35-44,45 days,Instagram,0.13,"$11,788.00",5.93,Houston,French,717,2197,6,Fashionistas,2021-10-25
102499,Innovate Industries,Display,All Ages,45 days,Google Ads,0.01,"$6,461.00",5.07,New York,Spanish,295,4690,6,Tech Enthusiasts,2021-10-26
102500,NexGen Systems,Influencer,Men 25-34,60 days,YouTube,0.1,"$17,262.00",5.5,Houston,French,178,2726,7,Tech Enthusiasts,2021-10-27
102501,DataTech Solutions,Display,All Ages,60 days,Google Ads,0.04,"$17,265.00",2.65,Miami,Mandarin,684,4204,4,Health & Wellness,2021-10-28
102502,NexGen Systems,Email,All Ages,60 days,Facebook,0.07,"$10,836.00",6.53,Houston,Mandarin,724,2383,6,Fashionistas,2021-10-29
102503,Alpha Innovations,Search,Women 25-34,45 days,Email,0.02,"$16,666.00",3.18,Chicago,English,287,3444,3,Tech Enthusiasts,2021-10-30
102504,Alpha Innovations,Influencer,Men 18-24,60 days,Email,0.11,"$9,610.00",5.88,Los Angeles,German,709,7384,1,Health & Wellness,2021-10-31
102505,Innovate Industries,Social Media,Men 25-34,30 days,Facebook,0.1,"$18,588.00",5.83,Houston,Spanish,104,4408,2,Outdoor Adventurers,2021-11-01
102506,Alpha Innovations,Influencer,Women 35-44,15 days,Email,0.05,"$5,457.00",7.17,New York,German,672,1154,7,Health & Wellness,2021-11-02
102507,Innovate Industries,Social Media,Women 35-44,15 days,YouTube,0.05,"$8,222.00",2.4,Houston,French,130,5301,4,Outdoor Adventurers,2021-11-03
102508,TechCorp,Search,Men 25-34,30 days,Facebook,0.01,"$10,943.00",5.93,Miami,German,631,1089,1,Tech Enthusiasts,2021-11-04
102509,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,0.1,"$18,712.00",3.29,Houston,French,863,7567,10,Health & Wellness,2021-11-05
102510,NexGen Systems,Display,Women 25-34,30 days,YouTube,0.02,"$8,778.00",7.39,New York,French,516,8517,3,Foodies,2021-11-06
102511,TechCorp,Influencer,Women 25-34,30 days,YouTube,0.15,"$19,795.00",7.3,Houston,English,217,9853,9,Health & Wellness,2021-11-07
102512,Innovate Industries,Email,Men 18-24,30 days,Facebook,0.13,"$11,499.00",4.6,New York,English,897,2940,6,Tech Enthusiasts,2021-11-08
102513,TechCorp,Social Media,All Ages,60 days,Email,0.05,"$11,230.00",8.0,Houston,German,431,5175,3,Tech Enthusiasts,2021-11-09
102514,DataTech Solutions,Display,Women 35-44,45 days,Instagram,0.08,"$7,987.00",3.65,Miami,French,920,7875,6,Foodies,2021-11-10
102515,DataTech Solutions,Display,Women 25-34,15 days,Instagram,0.09,"$19,925.00",4.02,Los Angeles,Spanish,658,9669,4,Outdoor Adventurers,2021-11-11
102516,Innovate Industries,Social Media,Men 25-34,15 days,Email,0.05,"$13,471.00",3.97,Houston,English,566,7283,6,Fashionistas,2021-11-12
102517,TechCorp,Search,Men 18-24,45 days,Google Ads,0.08,"$6,058.00",6.11,New York,German,435,1899,2,Fashionistas,2021-11-13
102518,Alpha Innovations,Search,Men 25-34,60 days,Instagram,0.03,"$19,435.00",6.4,New York,English,484,8792,10,Tech Enthusiasts,2021-11-14
102519,TechCorp,Influencer,Women 25-34,30 days,Facebook,0.03,"$13,321.00",3.07,Chicago,English,976,3232,9,Outdoor Adventurers,2021-11-15
102520,DataTech Solutions,Display,Women 25-34,30 days,YouTube,0.07,"$19,121.00",4.58,Miami,English,350,9766,8,Fashionistas,2021-11-16
102521,Innovate Industries,Social Media,All Ages,60 days,Email,0.05,"$14,964.00",4.37,Los Angeles,French,907,3932,5,Tech Enthusiasts,2021-11-17
102522,Alpha Innovations,Search,All Ages,45 days,YouTube,0.02,"$6,187.00",4.09,Miami,Mandarin,278,7348,7,Foodies,2021-11-18
102523,TechCorp,Social Media,Men 18-24,45 days,Instagram,0.03,"$17,619.00",7.2,Miami,English,292,9677,10,Outdoor Adventurers,2021-11-19
102524,NexGen Systems,Social Media,Men 18-24,45 days,Facebook,0.02,"$6,491.00",4.07,Houston,English,597,6186,5,Foodies,2021-11-20
102525,TechCorp,Influencer,Men 25-34,45 days,Instagram,0.03,"$10,275.00",3.82,Chicago,French,935,4185,10,Outdoor Adventurers,2021-11-21
102526,Innovate Industries,Search,Women 35-44,15 days,Instagram,0.15,"$16,193.00",7.91,New York,French,330,6508,2,Tech Enthusiasts,2021-11-22
102527,Innovate Industries,Email,All Ages,15 days,Email,0.06,"$9,669.00",5.81,Houston,German,620,2076,10,Tech Enthusiasts,2021-11-23
102528,DataTech Solutions,Social Media,Men 25-34,60 days,Email,0.03,"$15,517.00",3.72,New York,German,991,1040,3,Tech Enthusiasts,2021-11-24
102529,TechCorp,Influencer,Women 35-44,60 days,Email,0.07,"$17,091.00",4.52,Houston,Mandarin,706,2691,1,Fashionistas,2021-11-25
102530,TechCorp,Email,All Ages,45 days,YouTube,0.07,"$12,857.00",6.83,Los Angeles,French,979,5882,5,Fashionistas,2021-11-26
102531,NexGen Systems,Social Media,Men 25-34,30 days,Website,0.14,"$18,850.00",2.69,New York,German,669,1886,1,Outdoor Adventurers,2021-11-27
102532,NexGen Systems,Email,Women 25-34,30 days,Instagram,0.01,"$8,116.00",4.23,Los Angeles,German,189,3595,7,Foodies,2021-11-28
102533,Alpha Innovations,Display,Men 18-24,15 days,Facebook,0.1,"$6,639.00",4.47,Los Angeles,Spanish,811,3713,7,Tech Enthusiasts,2021-11-29
102534,TechCorp,Email,All Ages,45 days,YouTube,0.02,"$13,013.00",4.59,Chicago,German,669,9132,3,Health & Wellness,2021-11-30
102535,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.12,"$17,774.00",3.57,Houston,German,684,5967,10,Health & Wellness,2021-12-01
102536,Alpha Innovations,Search,Women 35-44,45 days,Email,0.09,"$19,955.00",2.95,Chicago,German,910,2258,4,Fashionistas,2021-12-02
102537,Alpha Innovations,Influencer,Men 25-34,15 days,YouTube,0.01,"$13,360.00",3.16,Los Angeles,Spanish,446,3060,3,Tech Enthusiasts,2021-12-03
102538,NexGen Systems,Social Media,Women 35-44,15 days,Google Ads,0.1,"$6,546.00",7.56,Miami,French,618,7305,6,Fashionistas,2021-12-04
102539,TechCorp,Email,Women 35-44,30 days,Google Ads,0.14,"$9,683.00",3.25,Los Angeles,Mandarin,924,4786,3,Outdoor Adventurers,2021-12-05
102540,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.07,"$16,229.00",2.81,Houston,French,160,3036,6,Tech Enthusiasts,2021-12-06
102541,TechCorp,Influencer,All Ages,30 days,Google Ads,0.13,"$19,972.00",4.36,Miami,Mandarin,267,2492,8,Tech Enthusiasts,2021-12-07
102542,Innovate Industries,Display,Men 25-34,45 days,Email,0.1,"$14,411.00",7.53,Los Angeles,Spanish,578,6441,8,Fashionistas,2021-12-08
102543,TechCorp,Search,Men 18-24,15 days,Google Ads,0.12,"$6,932.00",7.4,Chicago,French,612,7819,7,Outdoor Adventurers,2021-12-09
102544,TechCorp,Email,Men 25-34,15 days,Email,0.08,"$12,677.00",2.46,New York,English,227,8861,5,Health & Wellness,2021-12-10
102545,Innovate Industries,Display,Women 25-34,30 days,Email,0.03,"$16,337.00",6.37,Miami,Mandarin,642,1273,4,Health & Wellness,2021-12-11
102546,NexGen Systems,Display,Women 25-34,30 days,YouTube,0.13,"$5,319.00",4.46,Los Angeles,Mandarin,596,9934,2,Foodies,2021-12-12
102547,TechCorp,Email,All Ages,45 days,Google Ads,0.04,"$15,513.00",2.27,Houston,English,918,8512,6,Health & Wellness,2021-12-13
102548,Innovate Industries,Social Media,Women 35-44,30 days,Email,0.05,"$9,826.00",4.1,Chicago,English,643,1726,6,Fashionistas,2021-12-14
102549,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.02,"$11,535.00",6.78,Houston,Spanish,884,3562,10,Fashionistas,2021-12-15
102550,NexGen Systems,Display,Men 18-24,60 days,Website,0.1,"$7,349.00",5.57,Los Angeles,German,364,2877,8,Foodies,2021-12-16
102551,NexGen Systems,Social Media,Men 25-34,30 days,Facebook,0.05,"$14,753.00",7.78,Chicago,English,465,7297,10,Foodies,2021-12-17
102552,Innovate Industries,Social Media,Men 18-24,15 days,YouTube,0.13,"$6,820.00",7.19,Los Angeles,Mandarin,419,5743,9,Foodies,2021-12-18
102553,DataTech Solutions,Influencer,Men 18-24,60 days,Instagram,0.09,"$14,812.00",3.19,Miami,Mandarin,599,1703,6,Foodies,2021-12-19
102554,DataTech Solutions,Social Media,Women 25-34,60 days,YouTube,0.07,"$10,546.00",2.97,Houston,Spanish,989,1660,3,Tech Enthusiasts,2021-12-20
102555,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.03,"$10,645.00",6.99,Chicago,Spanish,176,1477,2,Fashionistas,2021-12-21
102556,TechCorp,Social Media,Women 35-44,15 days,Google Ads,0.12,"$19,616.00",7.08,Los Angeles,English,213,4746,8,Outdoor Adventurers,2021-12-22
102557,DataTech Solutions,Email,Men 18-24,45 days,Email,0.15,"$12,229.00",7.75,Chicago,French,788,1766,9,Outdoor Adventurers,2021-12-23
102558,TechCorp,Social Media,Men 18-24,15 days,Email,0.11,"$6,442.00",7.89,Houston,Mandarin,575,4915,5,Fashionistas,2021-12-24
102559,TechCorp,Display,Women 35-44,60 days,YouTube,0.06,"$16,165.00",6.66,Chicago,German,315,6239,9,Fashionistas,2021-12-25
102560,DataTech Solutions,Social Media,Men 25-34,15 days,Website,0.03,"$19,068.00",2.68,Miami,German,578,4424,10,Outdoor Adventurers,2021-12-26
102561,DataTech Solutions,Email,Women 35-44,45 days,Website,0.03,"$12,440.00",2.38,Miami,French,696,4763,8,Foodies,2021-12-27
102562,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,0.06,"$7,436.00",3.66,Los Angeles,French,842,8752,6,Fashionistas,2021-12-28
102563,NexGen Systems,Email,Men 25-34,30 days,YouTube,0.06,"$10,237.00",7.08,Los Angeles,French,370,4797,10,Outdoor Adventurers,2021-12-29
102564,TechCorp,Influencer,Women 25-34,15 days,Facebook,0.1,"$13,178.00",5.72,Miami,French,814,2896,8,Foodies,2021-12-30
102565,NexGen Systems,Display,Women 25-34,30 days,Google Ads,0.02,"$7,820.00",3.1,Miami,German,288,2239,6,Tech Enthusiasts,2021-12-31
102566,DataTech Solutions,Display,Men 25-34,60 days,Email,0.04,"$19,918.00",3.29,Chicago,German,973,2070,8,Fashionistas,2021-01-01
102567,Innovate Industries,Email,Men 25-34,15 days,Email,0.15,"$13,655.00",2.72,New York,Mandarin,720,7804,7,Tech Enthusiasts,2021-01-02
102568,DataTech Solutions,Display,Women 35-44,45 days,Website,0.14,"$14,576.00",3.49,Los Angeles,French,104,4424,3,Fashionistas,2021-01-03
102569,NexGen Systems,Influencer,Women 35-44,60 days,Website,0.03,"$8,262.00",4.83,Houston,French,133,7970,2,Health & Wellness,2021-01-04
102570,DataTech Solutions,Social Media,All Ages,60 days,Facebook,0.02,"$17,584.00",4.93,Houston,Mandarin,106,8410,1,Tech Enthusiasts,2021-01-05
102571,TechCorp,Email,Women 25-34,45 days,Email,0.08,"$6,664.00",2.79,New York,English,658,5362,3,Health & Wellness,2021-01-06
102572,Innovate Industries,Social Media,Women 25-34,15 days,Facebook,0.09,"$8,206.00",6.96,Houston,English,282,7833,2,Tech Enthusiasts,2021-01-07
102573,TechCorp,Search,Women 25-34,45 days,YouTube,0.07,"$18,405.00",2.12,New York,Mandarin,964,5510,6,Fashionistas,2021-01-08
102574,Alpha Innovations,Display,Women 35-44,30 days,Facebook,0.14,"$12,771.00",4.52,Chicago,German,757,4024,3,Health & Wellness,2021-01-09
102575,Innovate Industries,Display,Women 25-34,45 days,Instagram,0.01,"$10,434.00",3.98,Chicago,Mandarin,712,1719,4,Health & Wellness,2021-01-10
102576,DataTech Solutions,Influencer,Men 25-34,30 days,Instagram,0.11,"$5,379.00",2.86,Chicago,Mandarin,924,1740,5,Health & Wellness,2021-01-11
102577,DataTech Solutions,Search,All Ages,60 days,Facebook,0.15,"$19,697.00",7.52,Miami,French,870,5576,7,Foodies,2021-01-12
102578,DataTech Solutions,Influencer,Women 35-44,60 days,Google Ads,0.05,"$14,913.00",4.97,Los Angeles,French,362,8507,3,Tech Enthusiasts,2021-01-13
102579,Innovate Industries,Display,Women 25-34,15 days,Google Ads,0.13,"$18,771.00",5.3,Houston,English,753,4081,2,Fashionistas,2021-01-14
102580,NexGen Systems,Influencer,Women 25-34,15 days,Facebook,0.01,"$5,520.00",7.74,Miami,English,972,4456,7,Tech Enthusiasts,2021-01-15
102581,TechCorp,Social Media,All Ages,60 days,Email,0.05,"$11,341.00",3.06,Los Angeles,German,796,7383,1,Health & Wellness,2021-01-16
102582,Alpha Innovations,Search,Men 25-34,45 days,Instagram,0.04,"$13,300.00",5.12,New York,Spanish,397,3081,2,Tech Enthusiasts,2021-01-17
102583,NexGen Systems,Social Media,Women 35-44,30 days,Facebook,0.04,"$19,857.00",7.38,Los Angeles,German,550,2416,2,Tech Enthusiasts,2021-01-18
102584,DataTech Solutions,Email,Women 25-34,15 days,YouTube,0.14,"$17,532.00",6.46,Miami,French,550,5882,1,Fashionistas,2021-01-19
102585,NexGen Systems,Display,Women 35-44,45 days,Instagram,0.05,"$10,492.00",3.67,Chicago,Mandarin,603,1491,6,Fashionistas,2021-01-20
102586,Innovate Industries,Influencer,Men 25-34,45 days,Facebook,0.06,"$6,126.00",6.04,Houston,German,407,8097,8,Fashionistas,2021-01-21
102587,NexGen Systems,Influencer,Women 35-44,15 days,Google Ads,0.08,"$9,235.00",5.22,Houston,Spanish,718,7328,7,Foodies,2021-01-22
102588,Innovate Industries,Social Media,Men 18-24,30 days,Google Ads,0.09,"$15,945.00",2.15,Miami,French,887,3727,4,Foodies,2021-01-23
102589,DataTech Solutions,Search,Women 35-44,60 days,Google Ads,0.06,"$8,183.00",2.47,Houston,English,873,6729,5,Fashionistas,2021-01-24
102590,Innovate Industries,Social Media,Women 25-34,60 days,Google Ads,0.03,"$8,778.00",6.37,Houston,Mandarin,903,6552,1,Health & Wellness,2021-01-25
102591,Innovate Industries,Display,Women 35-44,60 days,Instagram,0.06,"$16,330.00",3.75,New York,German,612,6904,5,Outdoor Adventurers,2021-01-26
102592,Innovate Industries,Social Media,Men 18-24,30 days,Instagram,0.14,"$11,441.00",2.4,New York,English,343,5668,8,Fashionistas,2021-01-27
102593,Alpha Innovations,Social Media,Men 25-34,30 days,Facebook,0.04,"$18,168.00",6.61,Miami,English,696,8076,10,Health & Wellness,2021-01-28
102594,Alpha Innovations,Search,All Ages,60 days,YouTube,0.03,"$5,786.00",7.58,Miami,Spanish,957,6478,3,Foodies,2021-01-29
102595,Innovate Industries,Display,Men 18-24,15 days,Email,0.12,"$8,123.00",4.92,New York,Spanish,614,6211,9,Fashionistas,2021-01-30
102596,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,0.11,"$7,345.00",4.95,Houston,English,546,4867,3,Fashionistas,2021-01-31
102597,Innovate Industries,Influencer,All Ages,15 days,Facebook,0.04,"$12,023.00",2.49,Los Angeles,Mandarin,837,6890,10,Health & Wellness,2021-02-01
102598,Innovate Industries,Influencer,All Ages,60 days,Email,0.06,"$16,532.00",6.09,Los Angeles,English,973,2484,1,Outdoor Adventurers,2021-02-02
102599,Alpha Innovations,Display,Women 35-44,45 days,Facebook,0.03,"$11,200.00",7.82,New York,English,549,1073,5,Tech Enthusiasts,2021-02-03
102600,DataTech Solutions,Social Media,All Ages,30 days,YouTube,0.13,"$8,657.00",5.45,Houston,French,470,6775,8,Health & Wellness,2021-02-04
102601,Alpha Innovations,Search,Men 25-34,15 days,Instagram,0.12,"$7,453.00",7.51,New York,Mandarin,398,2458,2,Health & Wellness,2021-02-05
102602,TechCorp,Display,Men 18-24,60 days,Email,0.03,"$9,176.00",5.1,Los Angeles,Spanish,361,8185,3,Tech Enthusiasts,2021-02-06
102603,NexGen Systems,Search,All Ages,30 days,Google Ads,0.11,"$12,275.00",2.81,Chicago,French,720,3923,9,Tech Enthusiasts,2021-02-07
102604,TechCorp,Social Media,Women 25-34,15 days,YouTube,0.02,"$14,568.00",6.52,Houston,English,340,4447,2,Outdoor Adventurers,2021-02-08
102605,DataTech Solutions,Influencer,Women 35-44,15 days,Instagram,0.07,"$12,903.00",4.54,New York,French,796,2504,2,Fashionistas,2021-02-09
102606,DataTech Solutions,Email,Women 25-34,45 days,Email,0.01,"$13,808.00",6.69,Miami,Mandarin,504,2545,9,Fashionistas,2021-02-10
102607,Innovate Industries,Email,All Ages,60 days,Website,0.07,"$5,425.00",4.36,Miami,Mandarin,340,3064,3,Outdoor Adventurers,2021-02-11
102608,Alpha Innovations,Social Media,Women 25-34,45 days,YouTube,0.14,"$9,698.00",5.26,Los Angeles,Spanish,357,2692,6,Foodies,2021-02-12
102609,NexGen Systems,Display,Women 35-44,60 days,Instagram,0.1,"$7,450.00",2.09,Houston,German,791,8324,4,Outdoor Adventurers,2021-02-13
102610,NexGen Systems,Email,Men 25-34,60 days,YouTube,0.13,"$18,926.00",4.85,Houston,German,909,7832,7,Health & Wellness,2021-02-14
102611,Innovate Industries,Social Media,Women 25-34,15 days,YouTube,0.13,"$10,324.00",3.83,Houston,German,803,3679,7,Fashionistas,2021-02-15
102612,Innovate Industries,Search,Men 25-34,45 days,Instagram,0.11,"$8,930.00",3.42,Los Angeles,German,901,6526,9,Fashionistas,2021-02-16
102613,TechCorp,Display,Men 18-24,60 days,Facebook,0.09,"$15,865.00",2.88,Chicago,English,252,3957,1,Fashionistas,2021-02-17
