Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
3238,Innovate Industries,Search,Men 25-34,15 days,Website,0.1,7712.0,5.89,Los Angeles,Mandarin,742,7047,10,Fashionistas,2021-11-14,10.529303249609763
3239,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,0.01,19433.0,6.57,Los Angeles,Spanish,500,1669,7,Foodies,2021-11-15,29.95805871779509
3240,TechCorp,Search,Women 25-34,60 days,Email,0.05,14817.0,4.0,Houston,English,489,8761,6,Tech Enthusiasts,2021-11-16,5.5815546170528485
3241,DataTech Solutions,Display,All Ages,15 days,Facebook,0.04,12764.0,6.62,Chicago,French,799,4210,2,Health & Wellness,2021-11-17,18.978622327790973
3242,Innovate Industries,Email,Women 25-34,15 days,Google Ads,0.1,6372.0,6.86,Chicago,English,249,4750,6,Health & Wellness,2021-11-18,5.242105263157894
3243,Innovate Industries,Social Media,Women 25-34,45 days,Website,0.1,11189.0,2.8,Chicago,Spanish,182,7881,6,Outdoor Adventurers,2021-11-19,2.309351605126253
3244,Alpha Innovations,Influencer,All Ages,15 days,Email,0.08,17373.0,2.06,Houston,French,356,4655,7,Tech Enthusiasts,2021-11-20,7.647690655209452
3245,Innovate Industries,Display,Men 18-24,15 days,Email,0.02,13035.0,6.84,Miami,French,159,3368,1,Health & Wellness,2021-11-21,4.720902612826603
3246,NexGen Systems,Search,Men 25-34,45 days,Instagram,0.03,19734.0,4.93,Chicago,German,654,3765,5,Foodies,2021-11-22,17.37051792828685
3247,DataTech Solutions,Email,Men 18-24,60 days,Website,0.09,15121.0,7.83,New York,Spanish,593,3649,1,Tech Enthusiasts,2021-11-23,16.25102767881611
3248,DataTech Solutions,Email,Women 25-34,15 days,Facebook,0.09,9537.0,2.94,Chicago,German,538,6063,8,Foodies,2021-11-24,8.873494969487053
3249,NexGen Systems,Influencer,Men 18-24,30 days,Google Ads,0.03,11729.0,2.44,Miami,French,152,1027,6,Tech Enthusiasts,2021-11-25,14.800389483933788
3250,TechCorp,Display,Men 25-34,15 days,Email,0.04,18454.0,5.1,Los Angeles,Spanish,989,2711,4,Tech Enthusiasts,2021-11-26,36.48100331980819
3251,DataTech Solutions,Influencer,Men 25-34,15 days,Website,0.14,15515.0,6.91,Houston,English,859,9300,7,Foodies,2021-11-27,9.236559139784946
3252,DataTech Solutions,Social Media,Women 25-34,45 days,Instagram,0.06,9512.0,3.14,Miami,English,432,1869,6,Tech Enthusiasts,2021-11-28,23.113964686998393
3253,Alpha Innovations,Display,Women 35-44,15 days,Instagram,0.09,11424.0,7.59,Houston,German,888,2625,2,Outdoor Adventurers,2021-11-29,33.82857142857143
3254,Alpha Innovations,Display,All Ages,15 days,Instagram,0.14,19067.0,6.04,New York,English,817,6313,9,Fashionistas,2021-11-30,12.94154918422303
3255,NexGen Systems,Display,All Ages,60 days,YouTube,0.11,5703.0,6.41,Miami,Mandarin,805,5393,8,Outdoor Adventurers,2021-12-01,14.9267569071018
3256,TechCorp,Display,Women 35-44,30 days,Website,0.11,12522.0,5.8,Los Angeles,German,259,5384,7,Tech Enthusiasts,2021-12-02,4.8105497771173855
3257,TechCorp,Social Media,Women 25-34,15 days,Email,0.03,19885.0,3.21,Chicago,Mandarin,646,5490,3,Foodies,2021-12-03,11.766848816029144
3258,TechCorp,Social Media,All Ages,15 days,Website,0.03,7712.0,6.28,Los Angeles,Spanish,513,8430,2,Fashionistas,2021-12-04,6.085409252669039
3259,Innovate Industries,Social Media,Men 18-24,30 days,Facebook,0.01,19410.0,5.09,New York,German,495,3927,8,Health & Wellness,2021-12-05,12.605042016806722
3260,NexGen Systems,Search,All Ages,60 days,Google Ads,0.04,15937.0,4.15,Miami,English,377,5681,2,Health & Wellness,2021-12-06,6.636155606407322
3261,NexGen Systems,Email,Men 18-24,15 days,Email,0.13,14574.0,6.13,Los Angeles,Mandarin,706,3532,2,Health & Wellness,2021-12-07,19.988674971687427
3262,DataTech Solutions,Social Media,Men 25-34,15 days,Website,0.09,5325.0,2.8,Houston,Mandarin,378,5514,5,Fashionistas,2021-12-08,6.855277475516866
3263,TechCorp,Influencer,All Ages,30 days,YouTube,0.04,6319.0,6.64,Houston,French,451,3228,2,Tech Enthusiasts,2021-12-09,13.971499380421312
3264,Innovate Industries,Display,Men 18-24,60 days,Email,0.03,8202.0,4.95,Miami,Mandarin,138,8876,9,Tech Enthusiasts,2021-12-10,1.5547543938711132
3265,Innovate Industries,Display,Women 35-44,30 days,Email,0.06,12786.0,7.21,Los Angeles,English,401,1892,1,Tech Enthusiasts,2021-12-11,21.19450317124736
3266,Alpha Innovations,Email,Women 25-34,30 days,Instagram,0.11,6613.0,4.2,New York,French,845,4499,7,Tech Enthusiasts,2021-12-12,18.78195154478773
3267,DataTech Solutions,Influencer,All Ages,60 days,Email,0.11,14835.0,5.22,Miami,French,833,5630,7,Foodies,2021-12-13,14.795737122557725
3268,NexGen Systems,Email,Women 25-34,45 days,Google Ads,0.13,13704.0,2.5,Los Angeles,English,771,6029,1,Health & Wellness,2021-12-14,12.788190413003814
3269,Innovate Industries,Display,Women 25-34,60 days,YouTube,0.11,19414.0,6.66,Miami,Mandarin,790,8189,2,Foodies,2021-12-15,9.647087556478203
3270,Alpha Innovations,Influencer,Women 35-44,45 days,Email,0.09,12716.0,5.25,Chicago,English,690,8208,2,Tech Enthusiasts,2021-12-16,8.406432748538013
3271,TechCorp,Display,Men 25-34,15 days,Instagram,0.02,7784.0,3.28,Miami,Mandarin,126,1841,5,Fashionistas,2021-12-17,6.844106463878327
3272,TechCorp,Social Media,Women 35-44,30 days,Google Ads,0.01,8641.0,3.81,Miami,Mandarin,842,8007,2,Tech Enthusiasts,2021-12-18,10.515798676158362
3273,DataTech Solutions,Email,Women 25-34,15 days,YouTube,0.02,9398.0,7.18,Chicago,Mandarin,180,5288,9,Fashionistas,2021-12-19,3.40393343419062
3274,TechCorp,Social Media,Men 25-34,30 days,Website,0.13,13483.0,7.75,Chicago,German,389,3824,6,Foodies,2021-12-20,10.172594142259413
3275,TechCorp,Display,All Ages,45 days,Website,0.04,16168.0,4.44,Miami,English,550,4129,5,Health & Wellness,2021-12-21,13.32041656575442
3276,TechCorp,Email,All Ages,60 days,Google Ads,0.03,10759.0,6.03,Houston,English,492,1012,8,Tech Enthusiasts,2021-12-22,48.616600790513836
3277,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.15,5588.0,6.88,Houston,French,647,8991,8,Outdoor Adventurers,2021-12-23,7.196084973862751
3278,NexGen Systems,Social Media,Women 25-34,30 days,Email,0.08,5210.0,2.15,Houston,Mandarin,225,1510,1,Outdoor Adventurers,2021-12-24,14.90066225165563
3279,Alpha Innovations,Display,All Ages,15 days,Website,0.15,14316.0,6.16,Houston,German,669,8408,2,Health & Wellness,2021-12-25,7.956707897240724
3280,Alpha Innovations,Social Media,Women 35-44,30 days,Facebook,0.03,15945.0,5.73,Houston,Spanish,882,7588,1,Health & Wellness,2021-12-26,11.623616236162361
3281,NexGen Systems,Display,Women 25-34,45 days,Facebook,0.04,11143.0,3.6,Chicago,English,533,3908,5,Tech Enthusiasts,2021-12-27,13.63868986693961
3282,DataTech Solutions,Display,Women 25-34,45 days,Website,0.01,15422.0,7.95,Chicago,French,185,1365,9,Foodies,2021-12-28,13.553113553113553
3283,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.01,11474.0,3.4,Los Angeles,Mandarin,744,2284,9,Foodies,2021-12-29,32.57443082311734
3284,Alpha Innovations,Social Media,Men 25-34,15 days,Website,0.06,10291.0,5.58,Houston,English,635,1102,2,Tech Enthusiasts,2021-12-30,57.622504537205074
3285,Alpha Innovations,Social Media,Men 25-34,60 days,YouTube,0.06,7804.0,4.72,Chicago,Mandarin,702,7617,9,Outdoor Adventurers,2021-12-31,9.216226860968886
3286,NexGen Systems,Email,Women 35-44,15 days,YouTube,0.12,19747.0,5.93,Los Angeles,Spanish,439,4978,4,Fashionistas,2021-01-01,8.818802732020892
3287,Innovate Industries,Influencer,Women 25-34,30 days,Email,0.14,8670.0,2.75,Chicago,Mandarin,170,7293,9,Foodies,2021-01-02,2.331002331002331
3288,Alpha Innovations,Display,Men 25-34,60 days,Instagram,0.11,18837.0,2.96,Chicago,Mandarin,162,6801,10,Foodies,2021-01-03,2.3820026466696076
3289,Alpha Innovations,Display,All Ages,15 days,YouTube,0.07,12899.0,6.29,Los Angeles,German,133,9885,8,Health & Wellness,2021-01-04,1.3454729387961557
3290,Alpha Innovations,Search,Men 18-24,60 days,Email,0.12,11906.0,3.2,Miami,English,836,4004,6,Outdoor Adventurers,2021-01-05,20.87912087912088
3291,TechCorp,Search,All Ages,30 days,Website,0.06,17901.0,5.41,Los Angeles,English,644,7657,8,Health & Wellness,2021-01-06,8.410604675460363
3292,NexGen Systems,Display,Men 25-34,60 days,Google Ads,0.06,17250.0,4.0,Los Angeles,French,873,6205,4,Outdoor Adventurers,2021-01-07,14.069298952457695
3293,DataTech Solutions,Email,Women 25-34,30 days,Instagram,0.09,15876.0,7.48,New York,English,554,7882,1,Fashionistas,2021-01-08,7.028672925653387
3294,Alpha Innovations,Email,Men 18-24,30 days,YouTube,0.1,18946.0,6.04,Houston,German,857,4284,2,Health & Wellness,2021-01-09,20.0046685340803
3295,TechCorp,Display,All Ages,45 days,Facebook,0.09,19681.0,5.71,Chicago,English,656,8898,7,Outdoor Adventurers,2021-01-10,7.372443245673185
3296,Alpha Innovations,Influencer,All Ages,45 days,YouTube,0.09,17983.0,7.45,Los Angeles,English,536,7963,9,Tech Enthusiasts,2021-01-11,6.7311314831093805
3297,NexGen Systems,Influencer,Women 35-44,45 days,Website,0.06,11841.0,4.29,Chicago,English,591,7733,3,Outdoor Adventurers,2021-01-12,7.642570800465537
3298,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.1,8180.0,5.57,New York,Mandarin,365,4696,3,Fashionistas,2021-01-13,7.772572402044293
3299,DataTech Solutions,Display,Women 35-44,30 days,YouTube,0.01,14695.0,7.62,Los Angeles,Spanish,423,3630,3,Tech Enthusiasts,2021-01-14,11.652892561983471
3300,TechCorp,Search,Men 18-24,30 days,Email,0.1,18526.0,3.33,Los Angeles,French,570,7929,3,Outdoor Adventurers,2021-01-15,7.188800605372682
3301,DataTech Solutions,Email,Men 25-34,45 days,Instagram,0.06,7603.0,2.87,Miami,Mandarin,967,8260,10,Tech Enthusiasts,2021-01-16,11.707021791767556
3302,Innovate Industries,Influencer,Men 18-24,60 days,Website,0.13,9950.0,5.04,Chicago,Mandarin,733,6551,7,Foodies,2021-01-17,11.189131430315982
3303,Innovate Industries,Search,All Ages,60 days,Website,0.12,9903.0,3.45,Miami,Mandarin,798,8732,2,Fashionistas,2021-01-18,9.13879981676592
3304,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.13,10605.0,3.65,New York,Mandarin,323,8767,7,Fashionistas,2021-01-19,3.684270560054751
3305,Alpha Innovations,Social Media,Women 25-34,45 days,Instagram,0.02,15667.0,7.91,Los Angeles,Spanish,877,5422,9,Tech Enthusiasts,2021-01-20,16.17484323127997
3306,TechCorp,Social Media,All Ages,30 days,YouTube,0.13,16412.0,5.23,New York,English,285,3007,4,Outdoor Adventurers,2021-01-21,9.477884935151314
3307,TechCorp,Influencer,Men 25-34,60 days,Website,0.14,17362.0,5.55,Chicago,English,892,6018,3,Tech Enthusiasts,2021-01-22,14.822200066467264
3308,Innovate Industries,Search,Women 35-44,15 days,Facebook,0.14,12196.0,3.31,Miami,Spanish,103,2674,1,Outdoor Adventurers,2021-01-23,3.8519072550486166
3309,TechCorp,Search,Men 25-34,30 days,Website,0.13,6683.0,6.03,Chicago,Spanish,665,9158,5,Fashionistas,2021-01-24,7.261410788381744
3310,DataTech Solutions,Email,Men 25-34,30 days,Facebook,0.1,8106.0,6.21,New York,English,683,1519,7,Tech Enthusiasts,2021-01-25,44.963791968400265
3311,DataTech Solutions,Display,Men 18-24,60 days,Facebook,0.06,15988.0,4.43,Chicago,German,696,7205,3,Health & Wellness,2021-01-26,9.659958362248439
3312,NexGen Systems,Social Media,Women 35-44,15 days,Email,0.14,9701.0,5.11,Chicago,Mandarin,228,1514,1,Outdoor Adventurers,2021-01-27,15.059445178335535
3313,TechCorp,Display,Women 35-44,30 days,Google Ads,0.13,6145.0,6.94,Chicago,English,405,2433,8,Tech Enthusiasts,2021-01-28,16.646115906288532
3314,DataTech Solutions,Influencer,Women 35-44,15 days,Google Ads,0.02,5311.0,5.18,New York,French,340,1295,1,Health & Wellness,2021-01-29,26.254826254826252
3315,Innovate Industries,Search,Women 35-44,30 days,Instagram,0.05,10286.0,6.38,Los Angeles,English,811,1312,7,Foodies,2021-01-30,61.8140243902439
3316,Alpha Innovations,Email,Women 35-44,45 days,YouTube,0.03,19666.0,2.39,Chicago,Mandarin,959,7904,2,Fashionistas,2021-01-31,12.133097165991904
3317,TechCorp,Display,All Ages,60 days,Google Ads,0.12,8858.0,4.93,New York,French,267,5662,2,Health & Wellness,2021-02-01,4.715648180854822
3318,NexGen Systems,Email,Women 35-44,45 days,Website,0.14,8636.0,6.41,Los Angeles,Spanish,769,8322,7,Health & Wellness,2021-02-02,9.240567171353039
3319,Innovate Industries,Search,Men 25-34,60 days,Facebook,0.09,14439.0,4.34,Houston,French,965,5391,7,Foodies,2021-02-03,17.900204043776665
3320,Alpha Innovations,Search,Women 35-44,30 days,Facebook,0.01,6745.0,6.81,Los Angeles,German,877,6718,7,Tech Enthusiasts,2021-02-04,13.054480500148854
3321,NexGen Systems,Email,Women 25-34,60 days,Facebook,0.11,14014.0,4.19,Chicago,French,441,8951,4,Foodies,2021-02-05,4.926823818567757
3322,Innovate Industries,Social Media,Women 25-34,30 days,Email,0.12,5130.0,2.9,Chicago,French,162,9423,8,Foodies,2021-02-06,1.7191977077363898
3323,NexGen Systems,Email,Men 18-24,45 days,Email,0.08,9055.0,7.52,New York,French,636,6075,6,Foodies,2021-02-07,10.469135802469136
3324,NexGen Systems,Email,All Ages,15 days,Instagram,0.01,13589.0,2.76,Chicago,Mandarin,114,2665,4,Health & Wellness,2021-02-08,4.277673545966229
3325,NexGen Systems,Email,Men 25-34,30 days,Instagram,0.1,16454.0,7.78,Los Angeles,English,852,7029,4,Outdoor Adventurers,2021-02-09,12.121212121212121
3326,TechCorp,Display,All Ages,45 days,Email,0.07,12353.0,5.39,Houston,French,548,3605,6,Outdoor Adventurers,2021-02-10,15.20110957004161
3327,Alpha Innovations,Search,Women 25-34,30 days,Website,0.13,5623.0,2.09,Chicago,German,799,5053,4,Foodies,2021-02-11,15.812388679992084
3328,TechCorp,Email,Women 25-34,60 days,Website,0.14,5898.0,6.07,New York,Spanish,164,3283,5,Tech Enthusiasts,2021-02-12,4.995431008224186
3329,Alpha Innovations,Search,Women 25-34,45 days,Google Ads,0.13,15066.0,2.45,Chicago,German,324,8498,1,Foodies,2021-02-13,3.8126618027771237
3330,DataTech Solutions,Search,All Ages,60 days,Google Ads,0.06,7647.0,2.01,Houston,French,133,6877,3,Health & Wellness,2021-02-14,1.9339828413552422
3331,Alpha Innovations,Social Media,Men 25-34,15 days,Instagram,0.14,14218.0,5.03,Miami,German,961,1402,8,Fashionistas,2021-02-15,68.54493580599143
3332,NexGen Systems,Email,Men 18-24,15 days,YouTube,0.1,16258.0,2.48,Chicago,Spanish,674,6943,4,Foodies,2021-02-16,9.707619184790437
3333,NexGen Systems,Search,Men 18-24,15 days,Email,0.06,17604.0,3.69,Houston,Mandarin,612,7012,2,Health & Wellness,2021-02-17,8.727895037079293
3334,DataTech Solutions,Search,Men 18-24,45 days,Facebook,0.06,15322.0,5.86,New York,French,802,1480,1,Foodies,2021-02-18,54.18918918918919
3335,Innovate Industries,Social Media,Men 18-24,30 days,Website,0.11,7590.0,3.35,Los Angeles,Mandarin,317,7877,2,Fashionistas,2021-02-19,4.024374761965215
3336,Alpha Innovations,Display,Men 18-24,30 days,YouTube,0.12,5066.0,3.58,Houston,Spanish,633,5800,1,Fashionistas,2021-02-20,10.913793103448276
3337,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.01,6758.0,3.06,Chicago,Spanish,997,3862,6,Health & Wellness,2021-02-21,25.81563956499223
3338,Innovate Industries,Display,All Ages,45 days,YouTube,0.07,14002.0,2.63,New York,Spanish,511,5014,8,Foodies,2021-02-22,10.191463901076984
3339,TechCorp,Search,Men 25-34,30 days,Facebook,0.07,9243.0,2.28,Miami,Spanish,828,1152,3,Fashionistas,2021-02-23,71.875
3340,DataTech Solutions,Social Media,Men 18-24,30 days,Google Ads,0.09,17910.0,3.77,Chicago,French,335,6561,9,Outdoor Adventurers,2021-02-24,5.105928974241731
3341,Alpha Innovations,Search,Women 25-34,30 days,Email,0.1,13011.0,4.86,Miami,Spanish,656,4380,3,Outdoor Adventurers,2021-02-25,14.977168949771688
3342,TechCorp,Influencer,All Ages,15 days,Website,0.01,9606.0,2.32,Los Angeles,German,426,9031,7,Foodies,2021-02-26,4.717085594064888
3343,TechCorp,Email,Women 25-34,15 days,Email,0.07,9410.0,7.45,New York,French,201,8959,5,Tech Enthusiasts,2021-02-27,2.243553968076794
3344,NexGen Systems,Display,Men 18-24,45 days,Instagram,0.06,16720.0,7.8,Los Angeles,Spanish,585,8385,9,Foodies,2021-02-28,6.976744186046512
3345,Alpha Innovations,Social Media,All Ages,15 days,Email,0.07,7970.0,3.73,Houston,German,743,4846,8,Foodies,2021-03-01,15.332232769294263
3346,Innovate Industries,Search,Women 25-34,30 days,Facebook,0.04,9175.0,7.55,New York,French,763,1444,6,Health & Wellness,2021-03-02,52.8393351800554
3347,TechCorp,Influencer,Men 25-34,45 days,YouTube,0.06,10230.0,6.08,Houston,Spanish,422,6425,2,Foodies,2021-03-03,6.5680933852140075
3348,NexGen Systems,Display,Women 25-34,45 days,YouTube,0.09,6760.0,2.46,Chicago,German,914,2517,1,Foodies,2021-03-04,36.31307111640842
3349,DataTech Solutions,Influencer,Men 18-24,30 days,Email,0.15,7792.0,2.03,Miami,French,605,1005,10,Foodies,2021-03-05,60.19900497512438
3350,Innovate Industries,Influencer,Women 35-44,15 days,YouTube,0.14,13203.0,7.36,Houston,English,474,6687,9,Health & Wellness,2021-03-06,7.08838043965904
3351,NexGen Systems,Social Media,All Ages,15 days,Website,0.1,14520.0,2.64,Houston,French,557,8647,9,Tech Enthusiasts,2021-03-07,6.441540418642304
3352,Alpha Innovations,Email,All Ages,30 days,Google Ads,0.09,19486.0,6.73,Chicago,German,343,2130,4,Foodies,2021-03-08,16.103286384976524
3353,DataTech Solutions,Search,Men 18-24,15 days,Website,0.1,10561.0,5.86,Los Angeles,French,565,1398,3,Tech Enthusiasts,2021-03-09,40.41487839771102
3354,Innovate Industries,Email,Men 25-34,45 days,Facebook,0.13,12935.0,6.62,New York,German,665,9883,9,Fashionistas,2021-03-10,6.728726095315188
3355,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.04,8728.0,2.41,New York,Mandarin,639,1807,5,Health & Wellness,2021-03-11,35.36247924737133
3356,NexGen Systems,Email,Women 25-34,60 days,YouTube,0.02,13771.0,6.94,Houston,English,565,1421,8,Health & Wellness,2021-03-12,39.76073187895848
3357,TechCorp,Search,Women 35-44,60 days,Website,0.02,8932.0,6.17,Chicago,Mandarin,654,6649,1,Tech Enthusiasts,2021-03-13,9.836065573770492
3358,DataTech Solutions,Social Media,Women 25-34,15 days,Website,0.08,5245.0,4.64,Houston,German,211,4774,2,Foodies,2021-03-14,4.4197737746124846
3359,DataTech Solutions,Display,Women 35-44,60 days,YouTube,0.09,19378.0,5.31,New York,English,908,1071,2,Foodies,2021-03-15,84.78057889822595
3360,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.04,6450.0,3.16,Miami,German,813,9261,4,Health & Wellness,2021-03-16,8.778749595076125
3361,TechCorp,Social Media,Women 25-34,60 days,Instagram,0.1,10039.0,6.64,Chicago,Spanish,626,9332,5,Tech Enthusiasts,2021-03-17,6.708101157308187
3362,Innovate Industries,Email,Women 35-44,60 days,YouTube,0.03,18230.0,6.02,Chicago,German,149,8401,10,Tech Enthusiasts,2021-03-18,1.7735983811451017
3363,TechCorp,Email,Women 25-34,30 days,Website,0.14,10575.0,7.14,Houston,Mandarin,969,6755,9,Foodies,2021-03-19,14.344929681717247
3364,Alpha Innovations,Influencer,Women 25-34,45 days,Website,0.01,13591.0,4.69,Miami,English,215,4760,9,Tech Enthusiasts,2021-03-20,4.516806722689076
3365,TechCorp,Display,Men 18-24,45 days,Facebook,0.08,19347.0,7.54,New York,English,827,2318,10,Fashionistas,2021-03-21,35.677308024158755
3366,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.04,10474.0,5.46,Los Angeles,English,713,9379,7,Foodies,2021-03-22,7.602089775029321
3367,NexGen Systems,Influencer,All Ages,30 days,Google Ads,0.07,11769.0,2.52,Los Angeles,Mandarin,428,7650,8,Outdoor Adventurers,2021-03-23,5.594771241830065
3368,TechCorp,Influencer,Men 18-24,15 days,Instagram,0.03,17431.0,2.06,Chicago,Mandarin,879,4981,2,Foodies,2021-03-24,17.647058823529413
3369,Alpha Innovations,Search,Men 25-34,30 days,Facebook,0.13,12814.0,2.68,Houston,Spanish,777,3336,8,Tech Enthusiasts,2021-03-25,23.29136690647482
3370,NexGen Systems,Search,Men 25-34,45 days,Facebook,0.02,12661.0,3.58,Houston,German,762,9260,1,Fashionistas,2021-03-26,8.228941684665227
3371,TechCorp,Display,Women 35-44,30 days,Email,0.09,17380.0,4.96,Houston,English,270,2682,5,Outdoor Adventurers,2021-03-27,10.06711409395973
3372,NexGen Systems,Display,Men 18-24,45 days,Google Ads,0.08,14893.0,3.02,Houston,Mandarin,281,8044,8,Fashionistas,2021-03-28,3.4932869219293887
3373,Innovate Industries,Influencer,Men 25-34,45 days,YouTube,0.13,5978.0,5.22,Houston,Spanish,546,8673,10,Outdoor Adventurers,2021-03-29,6.2953995157385
3374,Alpha Innovations,Display,Women 35-44,60 days,Facebook,0.06,8462.0,4.03,Houston,German,823,3895,5,Tech Enthusiasts,2021-03-30,21.129653401797178
3375,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.13,5945.0,6.93,Miami,German,322,9633,7,Fashionistas,2021-03-31,3.3426762171701445
3376,DataTech Solutions,Influencer,Women 35-44,15 days,Email,0.1,13623.0,6.05,Los Angeles,French,602,8739,6,Fashionistas,2021-04-01,6.888660029751688
3377,Alpha Innovations,Social Media,Women 35-44,60 days,Website,0.05,12531.0,5.1,Houston,French,856,1945,9,Health & Wellness,2021-04-02,44.01028277634961
3378,TechCorp,Influencer,Men 25-34,60 days,Google Ads,0.05,15501.0,6.49,Los Angeles,German,497,7221,1,Foodies,2021-04-03,6.882703226699903
3379,Innovate Industries,Email,Men 18-24,45 days,Email,0.13,9355.0,2.87,New York,Mandarin,428,8814,2,Foodies,2021-04-04,4.855911050601316
3380,DataTech Solutions,Search,Women 35-44,60 days,Instagram,0.01,19958.0,4.14,Chicago,German,233,5894,9,Health & Wellness,2021-04-05,3.953172718018324
3381,DataTech Solutions,Influencer,Men 25-34,30 days,Google Ads,0.06,15598.0,3.91,Los Angeles,German,480,2807,2,Outdoor Adventurers,2021-04-06,17.100106875667972
3382,DataTech Solutions,Social Media,Women 25-34,60 days,Google Ads,0.14,12804.0,6.66,New York,German,375,2873,4,Fashionistas,2021-04-07,13.05255830142708
3383,TechCorp,Influencer,Men 25-34,15 days,Website,0.12,12684.0,3.37,New York,German,817,5743,10,Foodies,2021-04-08,14.226014278251784
3384,Innovate Industries,Email,Men 18-24,60 days,Facebook,0.03,7105.0,5.66,Los Angeles,Spanish,346,3438,2,Tech Enthusiasts,2021-04-09,10.063990692262943
3385,TechCorp,Display,Women 25-34,30 days,Google Ads,0.1,10009.0,3.15,New York,Spanish,243,2733,7,Fashionistas,2021-04-10,8.89132821075741
3386,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.02,9918.0,4.67,Chicago,Mandarin,148,8224,8,Foodies,2021-04-11,1.799610894941634
3387,NexGen Systems,Display,Women 35-44,45 days,Facebook,0.11,5566.0,5.36,Chicago,English,923,9680,5,Fashionistas,2021-04-12,9.535123966942148
3388,TechCorp,Influencer,Men 25-34,15 days,Google Ads,0.05,7724.0,2.55,Chicago,English,864,7507,5,Tech Enthusiasts,2021-04-13,11.509258025842547
3389,NexGen Systems,Search,Men 18-24,15 days,Email,0.04,14098.0,7.98,Houston,English,264,6861,7,Outdoor Adventurers,2021-04-14,3.8478355924792305
3390,Innovate Industries,Search,Men 18-24,45 days,Website,0.14,12026.0,7.35,New York,English,178,9376,10,Health & Wellness,2021-04-15,1.8984641638225257
3391,DataTech Solutions,Social Media,Women 35-44,15 days,Website,0.06,7678.0,6.28,Houston,Mandarin,874,3906,9,Fashionistas,2021-04-16,22.375832053251408
3392,DataTech Solutions,Search,Men 25-34,60 days,Facebook,0.02,11400.0,2.8,Miami,English,329,8081,7,Outdoor Adventurers,2021-04-17,4.071278307140205
3393,NexGen Systems,Social Media,Men 25-34,60 days,Google Ads,0.02,16645.0,3.96,New York,Spanish,229,6916,1,Health & Wellness,2021-04-18,3.3111625216888374
3394,NexGen Systems,Influencer,Men 25-34,60 days,Google Ads,0.13,16606.0,7.23,Miami,Mandarin,364,5972,7,Tech Enthusiasts,2021-04-19,6.095110515740121
3395,DataTech Solutions,Display,Men 18-24,60 days,Email,0.02,9037.0,4.28,Houston,German,119,9337,9,Health & Wellness,2021-04-20,1.2744993038449182
3396,Alpha Innovations,Display,Men 25-34,30 days,Email,0.12,13587.0,7.45,Chicago,German,351,3877,10,Tech Enthusiasts,2021-04-21,9.05339179778179
3397,TechCorp,Social Media,Women 35-44,45 days,YouTube,0.03,11865.0,2.36,Los Angeles,Spanish,263,1864,6,Foodies,2021-04-22,14.109442060085836
3398,TechCorp,Search,Men 25-34,30 days,Instagram,0.11,19841.0,2.47,Houston,French,632,7216,10,Outdoor Adventurers,2021-04-23,8.758314855875831
3399,Alpha Innovations,Social Media,Men 18-24,45 days,Facebook,0.04,14964.0,3.39,Los Angeles,German,952,2825,10,Tech Enthusiasts,2021-04-24,33.69911504424778
3400,Alpha Innovations,Email,Women 35-44,30 days,Facebook,0.09,15684.0,5.02,New York,Mandarin,778,7772,1,Fashionistas,2021-04-25,10.010293360782295
3401,DataTech Solutions,Search,All Ages,45 days,Facebook,0.05,15113.0,2.88,Miami,English,950,8471,1,Tech Enthusiasts,2021-04-26,11.214732617164444
3402,Innovate Industries,Social Media,Women 35-44,30 days,Facebook,0.06,7853.0,7.8,New York,English,611,5856,7,Outdoor Adventurers,2021-04-27,10.433743169398907
3403,Alpha Innovations,Search,Women 35-44,15 days,Website,0.13,15112.0,5.9,Chicago,Spanish,453,2205,2,Foodies,2021-04-28,20.54421768707483
3404,NexGen Systems,Search,Women 35-44,45 days,Instagram,0.15,11274.0,6.02,Chicago,Mandarin,626,5094,5,Foodies,2021-04-29,12.288967412642323
3405,Innovate Industries,Social Media,Men 25-34,60 days,Website,0.07,14114.0,3.19,Los Angeles,German,520,7275,8,Outdoor Adventurers,2021-04-30,7.1477663230240545
3406,Innovate Industries,Social Media,Men 25-34,60 days,Facebook,0.01,14640.0,3.42,Chicago,Spanish,680,3348,5,Tech Enthusiasts,2021-05-01,20.31063321385902
3407,NexGen Systems,Social Media,All Ages,15 days,Facebook,0.01,14066.0,3.12,Houston,German,731,5778,2,Fashionistas,2021-05-02,12.651436483212184
3408,NexGen Systems,Search,Women 25-34,45 days,Instagram,0.09,12896.0,6.85,New York,English,391,7843,9,Tech Enthusiasts,2021-05-03,4.9853372434017595
